file,minuto,placar,fired_methods
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,86,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,86,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,86,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,86,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,86,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,86,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,86,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,86,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,86,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,86,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,86,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,87,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,87,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,87,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,87,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,87,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,87,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,87,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,87,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,87,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,87,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,87,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,87,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,88,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,88,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,88,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,88,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,88,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,88,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,88,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,88,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,88,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,88,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,88,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,88,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,89,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,89,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,89,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,89,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,89,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,89,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,89,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,89,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,89,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,89,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,89,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,89,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,90,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,90,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,90,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,90,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,90,2-0,
telemetria_Dire_Dawa_v_Sheger_Ketema_20-06-2026.txt,90,2-0,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,69,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,69,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,70,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,70,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,70,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,70,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,70,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,70,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,70,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,70,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,70,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,70,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,70,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,70,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,71,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,71,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,71,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,71,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,71,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,71,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,71,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,71,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,71,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,71,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,71,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,71,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,72,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,72,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,72,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,72,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,72,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,72,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,72,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,72,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,72,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,72,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,72,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,72,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,73,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,73,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,73,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,73,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,73,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,73,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,73,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,73,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,73,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,73,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,73,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,73,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,74,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,74,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,74,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,74,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,74,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,74,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,74,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,74,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,74,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,74,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,74,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,74,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,75,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,75,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,75,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,75,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,75,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,75,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,75,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,75,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,75,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,75,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,75,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,75,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,76,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,76,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,76,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,76,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,76,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,76,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,76,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,76,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,76,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,76,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,76,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,76,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,77,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,77,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,77,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,77,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,77,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,77,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,77,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,77,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,77,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,77,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,77,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,77,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,78,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,78,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,78,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,78,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,78,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,78,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,78,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,78,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,78,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,78,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,78,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,78,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,79,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,79,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,79,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,79,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,79,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,79,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,79,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,79,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,79,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,79,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,79,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,79,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,80,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,80,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,80,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,80,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,80,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,80,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,80,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,80,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,80,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,80,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,80,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,80,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,81,0-1,
telemetria_Dynamo_Kyiv_v_SK_Slavia_Praha_20-06-2026.txt,81,0-1,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,6,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,6,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,6,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,6,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,6,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,6,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,6,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,7,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,7,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,7,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,7,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,7,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,7,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,7,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,7,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,7,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,7,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,7,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,7,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,8,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,8,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,8,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,8,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,8,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,8,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,8,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,8,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,8,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,8,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,8,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,8,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,9,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,9,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,9,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,9,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,9,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,9,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,9,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,9,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,9,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,9,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,9,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,9,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,10,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,10,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,10,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,10,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,10,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,10,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,10,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,10,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,10,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,10,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,10,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,10,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,11,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,11,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,11,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,11,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,11,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,11,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,11,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,11,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,11,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,11,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,11,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,11,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,12,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,12,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,12,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,12,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,12,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,12,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,12,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,12,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,12,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,12,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,12,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,12,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,13,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,13,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,13,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,13,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,13,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,13,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,13,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,13,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,13,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,13,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,13,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,13,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,14,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,14,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,14,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,14,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,14,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,14,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,14,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,14,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,14,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,14,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,14,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,14,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,15,0-0,
telemetria_FCI_Levadia_Tallinn_v_Nomme_Kalju_20-06-2026.txt,15,0-0,
